id,name,ra_deg,dec_deg,mag
40604,,124.34641379,-16.28509282,6.32
41484,,126.9033388,45.65384111,6.32
42394,,129.66786125,-19.73690927,6.32
45424,,138.85397891,-15.02486672,6.32
45437,,138.89470968,-57.57776219,6.32
47096,,143.9704538,14.3795934,6.32
48776,,149.22558279,-27.47521203,6.32
51401,,157.47678657,65.62630441,6.32
52526,,161.09549553,-59.99332651,6.32
56657,,174.25509929,-32.98799577,6.32
56961,,175.15421034,-62.56810342,6.32
56996,,175.2566544,-83.09996178,6.32
58603,,180.25729082,-1.76798636,6.32
60197,,185.17237629,27.05483793,6.32
60638,,186.40949088,-86.15059684,6.32
62807,,193.05106622,17.07395533,6.32
64181,,197.30946673,-9.53809931,6.32
64395,,197.97114319,-63.30298568,6.32
66236,,203.62077514,-48.27214554,6.32
66607,,204.80016438,-75.68377048,6.32
68643,,210.7674245,-17.36698952,6.32
69862,,214.45504117,48.00209628,6.32
71243,,218.54847412,32.53446287,6.32
74418,,228.13010521,-48.21889226,6.32
75822,,232.3380415,62.09955096,6.32
76567,,234.56583222,-28.20660943,6.32
77186,,236.41458802,0.89104971,6.32
78059,,239.0600243,-14.39921453,6.32
78955,,241.76469512,-14.0713202,6.32
79031,,241.96622959,-24.46229118,6.32
79605,,243.66375587,-18.535343,6.32
80421,,246.22557137,-45.34946169,6.32
82405,,252.59270693,-2.65424668,6.32
84496,,259.12270011,60.6705795,6.32
85975,,263.57037807,-48.52688385,6.32
87895,,269.30973653,23.99571002,6.32
88671,,271.53100222,-0.4460979,6.32
88754,,271.77622643,49.71039279,6.32
89674,,274.50398642,-68.22921619,6.32
90083,,275.75876704,-10.21892931,6.32
91781,,280.72961269,-19.28412831,6.32
93197,,284.74748756,50.80912581,6.32
93770,,286.44637945,29.9217018,6.32
94890,,289.65771814,49.569347,6.32
96356,,293.87413266,-7.46018539,6.32
98333,,299.67409575,70.36680747,6.32
98890,,301.22255255,68.02718293,6.32
100016,,304.37106233,42.72206321,6.32
100762,,306.43376134,10.05609372,6.32
101765,,309.38238346,31.57254134,6.32
102819,,312.451019,7.8641548,6.32
103071,,313.25459112,-23.78305045,6.32
103949,,315.9312496,46.86328998,6.32
105148,,319.50193998,-64.68151068,6.32
106500,,323.5715775,-42.92465886,6.32
108420,,329.46277535,74.99673998,6.32
111965,,340.19983525,-3.55413415,6.32
114714,,348.55976495,50.61790845,6.32
115148,,349.86417565,34.79318424,6.32
117219,,356.50490918,-40.18247763,6.32
186,,0.60069792,8.9568336,6.33
1502,,4.67717473,-43.2355705,6.33
5772,,18.52027175,28.52970567,6.33
6312,,20.27160602,64.65818814,6.33
7879,,25.33868782,-79.14825374,6.33
8020,,25.74298829,61.42109575,6.33
8044,,25.81828533,45.32263641,6.33
8369,,26.94903392,-37.15953257,6.33
8370,,26.95001171,46.2298846,6.33
10798,,34.74435827,-25.94676773,6.33
14566,,47.01596021,52.21356389,6.33
16015,,51.54903801,-41.63700538,6.33
19673,,63.21614655,68.50113286,6.33
21408,,68.92739034,19.88183123,6.33
22189,,71.60063178,-2.9543984,6.33
22949,,74.06496636,24.59225291,6.33
23874,,76.95758678,-12.59244155,6.33
24377,,78.44687015,0.56046647,6.33
24847,,79.89701156,-1.4118959,6.33
25288,,81.15042015,2.35316729,6.33
25786,,82.5864708,-7.43481174,6.33
29949,,94.57022944,46.36076039,6.33
30595,,96.44641262,-3.88902523,6.33
33040,,103.25127657,-26.95747344,6.33
35623,,110.26297004,42.65599942,6.33
36914,,113.84025431,-74.27500789,6.33
37982,,116.77405856,-39.33103329,6.33
39041,,119.81573907,-73.24412159,6.33
41449,,126.81847379,-31.67272366,6.33
42187,,129.03212308,15.31368827,6.33
42850,,130.97635905,-68.21164561,6.33
43114,,131.70520725,-34.62295882,6.33
45603,,139.42628604,-54.49485748,6.33
46407,,141.95494967,-71.7812037,6.33
47070,,143.89091178,-19.583308,6.33
47591,,145.55411422,-66.91481962,6.33
50122,,153.48575382,-40.31075244,6.33
50939,,156.05479557,2.36807198,6.33
51117,,156.65392802,-0.98807769,6.33
52160,,159.84522693,-64.11181305,6.33
54842,,168.41709505,41.08879703,6.33
55821,,171.60659859,33.4505652,6.33
59879,,184.20562629,86.43584319,6.33
60305,,185.48457714,47.18225964,6.33
60699,,186.60197202,71.92988373,6.33
61637,,189.51847183,3.28247137,6.33
62170,,191.10791915,80.62112781,6.33
63220,,194.30284771,-12.06692425,6.33
67246,,206.73925975,6.35064241,6.33
70029,,214.94882573,38.79407655,6.33
70580,,216.55638492,-42.31847181,6.33
72194,,221.49074975,-15.45954466,6.33
74083,,227.08142101,50.0550062,6.33
75000,,229.87530891,32.51488753,6.33
76666,,234.83912225,-23.15017112,6.33
78486,,240.33145077,-31.88913378,6.33
79125,,242.26215069,57.93780185,6.33
81428,,249.470033,78.91856343,6.33
81580,,249.91301157,-9.55423266,6.33
82539,,253.07409716,-67.68151371,6.33
82861,,254.00747514,-16.8063382,6.33
83342,,255.49566563,8.45066223,6.33
84478,,259.05698088,-26.54341625,6.33
85020,,260.66340872,-37.80463731,6.33
86184,,264.16679686,69.57125889,6.33
87428,,267.99769952,-1.2368115,6.33
87910,,269.36245797,11.04456794,6.33
89114,,272.81161273,-19.84188262,6.33
92717,,283.3883129,75.78732295,6.33
95211,,290.53988002,-42.01595158,6.33
95369,,291.0229734,-68.37107984,6.33
96417,,294.03479104,22.58578091,6.33
96729,,294.95606457,-23.42761,6.33
96931,,295.55338688,12.19328167,6.33
98320,,299.64314255,38.10569103,6.33
102827,,312.47767395,46.66132783,6.33
103891,,315.75741401,14.73001442,6.33
105695,,321.10217554,10.17420266,6.33
107030,,325.14038307,-55.73800029,6.33
108453,,329.55534953,-5.42466689,6.33
111191,,337.89321398,29.54283895,6.33
111884,,339.94588694,19.68114862,6.33
112508,,341.84679175,58.48301254,6.33
113009,,343.29737555,40.1673832,6.33
114159,,346.78930262,-49.60613515,6.33
115015,,349.41691068,-11.71295483,6.33
115476,,350.882937,0.2912976,6.33
117450,,357.22461721,59.97893333,6.33
798,,2.46706528,-62.29683686,6.34
1208,,3.77886512,31.53573771,6.34
6685,,21.44292737,70.97992123,6.34
6702,,21.53590855,34.57990693,6.34
7819,,25.14535993,8.76076486,6.34
11261,,36.24328387,-2.78001486,6.34
19111,,61.44469987,-20.51253638,6.34
19917,,64.08717814,-60.94854291,6.34
20533,,65.99899568,24.30102325,6.34
21428,,69.00696699,-3.6116221,6.34
22128,,71.42692303,23.62803649,6.34
23092,,74.54543641,-2.21276853,6.34
24909,,80.08627558,-34.69885053,6.34
25205,,80.87951408,5.32304571,6.34
27075,,86.11835896,-20.1266631,6.34
27901,,88.5585207,-29.14710228,6.34
29114,,92.09639645,41.05584589,6.34
33644,,104.83408286,7.31698612,6.34
34248,,106.50205197,-30.6557289,6.34
34940,,108.45161454,-22.90578603,6.34
35132,,108.9471038,-23.74031161,6.34
37089,,114.32055484,-23.77541233,6.34
37091,,114.32418974,40.02550216,6.34
38206,,117.41657954,-14.08535729,6.34
38355,,117.83476239,-43.09524646,6.34
39194,,120.25330632,23.58316149,6.34
39279,,120.47999582,35.41308517,6.34
39326,,120.60819024,-6.33710792,6.34
39691,,121.67338693,-48.49741254,6.34
41813,,127.87321243,-54.39390506,6.34
42415,,129.74965355,52.92514812,6.34
42579,,130.18146468,-57.54553217,6.34
43570,,133.10076514,5.34032996,6.34
45150,,137.98204681,5.46865324,6.34
48413,,148.04999861,0.07567169,6.34
48861,,149.48683606,45.4143805,6.34
49645,,152.00695797,-37.33346184,6.34
49870,,152.74573467,40.66160239,6.34
50785,,155.54364867,-58.265637,6.34
50916,,155.96106527,-57.95390426,6.34
52685,,161.59390791,57.3660545,6.34
52730,,161.70037254,-69.20979312,6.34
53259,,163.38693326,-15.44568573,6.34
54048,,165.90222249,-13.43491086,6.34
54673,,167.87321458,-71.43619887,6.34
57819,,177.84183475,-12.18792174,6.34
58469,,179.85677288,-62.83094991,6.34
59291,,182.44619077,74.66136609,6.34
59458,,182.93706229,57.05444463,6.34
59588,,183.30403548,-34.12528736,6.34
59622,,183.40332369,-33.79288126,6.34
59647,,183.48531404,-78.57388687,6.34
62172,,191.11301998,44.10299667,6.34
64117,,197.11599927,-67.79676243,6.34
64951,,199.70140385,-79.97596131,6.34
65230,,200.51654896,43.90333351,6.34
65678,,201.99886524,52.74564261,6.34
67648,,207.90240126,-36.43300247,6.34
68537,,210.46126995,68.67868547,6.34
69122,,212.23444395,-59.27667031,6.34
71870,,220.49900623,-77.0114221,6.34
72373,,221.9788395,-12.8397816,6.34
73241,,224.53672527,-48.8621921,6.34
75101,,230.196555,-2.412917,6.34
82731,,253.64974943,-30.587337,6.34
83738,,256.72057683,-1.65611713,6.34
83816,,256.94461556,40.51613969,6.34
84113,,257.93841699,7.89472891,6.34
85187,,261.14081507,15.60602165,6.34
85195,,261.15429357,-18.44574264,6.34
86546,,265.29582024,15.17838782,6.34
88528,,271.16749339,23.94217079,6.34
88862,,272.14058047,14.28471737,6.34
92079,,281.50479832,-19.60636956,6.34
94149,,287.46497041,-0.42809819,6.34
94243,,287.75794348,-39.00468219,6.34
95253,,290.70144198,9.91288991,6.34
95818,,292.33706776,20.27977762,6.34
97326,,296.68607234,68.438002,6.34
99234,,302.15948837,10.7258712,6.34
99529,,302.9912627,-12.39235779,6.34
101684,,309.15969219,-63.12076434,6.34
102258,,310.80702339,57.11400468,6.34
102499,,311.58868245,52.99555137,6.34
103963,,315.9672397,41.62830431,6.34
104048,,316.18883324,2.26993181,6.34
109190,,331.79021802,58.84077239,6.34
112746,,342.49685641,-32.80539996,6.34
114607,,348.26669268,29.44162201,6.34
115129,,349.785614,-79.47243616,6.34
115833,,352.00286076,-35.54448803,6.34
117860,,358.58911989,-27.04290947,6.34
1215,,3.79397762,27.28347715,6.35
1296,,4.05785281,76.95076267,6.35
1575,,4.92324681,40.72950687,6.35
5141,,16.45509251,4.90866194,6.35
6427,,20.62715374,-19.08104977,6.35
7786,,25.05465447,53.86828894,6.35
7963,,25.57369215,58.6277587,6.35
8480,,27.33067634,-31.07242337,6.35
10446,,33.65781644,28.69142584,6.35
11479,,37.01808014,-64.29978331,6.35
12708,,40.83426702,-40.52793963,6.35
12744,,40.96353093,25.63833202,6.35
13424,,43.21677622,52.99738986,6.35
17136,,55.04766529,-15.22649985,6.35
18201,,58.39360035,25.68296603,6.35
18658,,59.91839435,10.33041083,6.35
21144,,67.98726375,36.74285269,6.35
22280,,71.95649059,-30.02059732,6.35
24984,,80.24726681,27.95729708,6.35
25638,,82.14486508,13.6790158,6.35
26796,,85.36217359,-33.4007116,6.35
26853,,85.51660701,22.66038594,6.35
27660,,87.84625475,-64.03360643,6.35
28117,,89.14069946,28.9422714,6.35
28764,,91.11878029,-45.03720225,6.35
30501,,96.18227627,25.04871782,6.35
30517,,96.21981547,16.05723053,6.35
30675,,96.6868717,-7.51190723,6.35
31593,,99.17112193,-22.61475069,6.35
31889,,99.99111506,44.01410409,6.35
32539,,101.84773812,18.19355653,6.35
36657,,113.09283885,-35.96119858,6.35
38870,,119.31829276,1.1270223,6.35
39035,,119.80129013,-49.97686927,6.35
39514,,121.13603787,-25.69969807,6.35
39722,,121.79147297,43.26044834,6.35
41940,,128.25060265,24.08490572,6.35
42142,,128.85398701,2.74344025,6.35
42440,,129.805183,-60.31733717,6.35
43177,,131.91835588,-41.7362388,6.35
43624,,133.27470567,59.05614282,6.35
50562,,154.92517522,-65.13724358,6.35
52308,,160.32301986,-59.67692226,6.35
52785,,161.87756549,-69.43773364,6.35
53849,,165.23890236,-15.79259236,6.35
54725,,168.06159256,-32.43382529,6.35
55225,,169.64252563,-79.66860236,6.35
55791,,171.45876249,3.86019417,6.35
56944,,175.11433318,57.9703736,6.35
60780,,186.87015672,-58.31647941,6.35
61692,,189.69290042,40.87469516,6.35
68763,,211.11250791,-14.97165584,6.35
69398,,213.10230839,-24.36333964,6.35
69977,,214.77988682,-27.14115459,6.35
73454,,225.1613561,47.27740376,6.35
73941,,226.64663107,36.45596449,6.35
76739,,235.06483646,-31.21369404,6.35
78849,,241.43552422,-6.2911431,6.35
80610,,246.8844464,2.87065873,6.35
80850,,247.66283125,77.44585077,6.35
82554,,253.11426283,-40.72310509,6.35
82798,,253.81653725,13.61999289,6.35
83007,,254.42626311,24.38130868,6.35
83493,,255.969473,19.69049258,6.35
83906,,257.22729747,-3.8826068,6.35
84938,,260.38935959,16.73126622,6.35
89512,,273.99137704,-3.61798359,6.35
90146,,275.94981191,53.30086319,6.35
91733,,280.59428923,-64.64297471,6.35
92016,,281.32767265,-21.00154643,6.35
93117,,284.54178857,-83.42216671,6.35
93315,,285.10324474,-24.9422712,6.35
93466,,285.52933604,52.2611374,6.35
94290,,287.87900681,26.73594891,6.35
96204,,293.44180953,5.46576513,6.35
100155,,304.73974671,39.00420342,6.35
100781,,306.50659436,13.91167933,6.35
101211,,307.73663,-29.11265034,6.35
101384,,308.21813716,-24.94372528,6.35
103103,,313.35390569,-30.7189092,6.35
105689,,321.09630045,24.52841724,6.35
106474,,323.47696549,-82.68307834,6.35
111296,,338.19539967,15.86322196,6.35
112694,,342.32270149,-70.34806201,6.35
113465,,344.67768044,7.34023912,6.35
114984,,349.3285674,75.29903267,6.35
115178,,349.92965523,-33.70796023,6.35
115945,,352.36248095,-1.79115943,6.35
116505,,354.12715115,32.9041973,6.35
63,,0.1817495,45.25333305,6.36
5259,,16.80364889,-23.99625645,6.36
6025,,19.35059759,31.74460911,6.36
6486,,20.83863463,58.14321418,6.36
9149,,29.47237594,-65.42468427,6.36
10832,,34.85317746,-41.84843472,6.36
12057,,38.86619953,39.66446182,6.36
13271,,42.69906166,-39.93219929,6.36
14797,,47.77194948,-13.26430421,6.36
15700,,50.5678437,-25.58780402,6.36
18990,,61.0360431,-16.58857827,6.36
19721,,63.39880393,-40.35783872,6.36
20138,,64.76204095,-33.90462785,6.36
22508,,72.6516071,70.94157737,6.36
22850,,73.74301084,19.4854572,6.36
24440,,78.64809587,76.47276909,6.36
25505,,81.81415869,2.34120488,6.36
26463,,84.4408133,33.55915507,6.36
28561,,90.42345796,22.40104371,6.36
29178,,92.334149,-18.12633349,6.36
31509,,98.97530182,-36.08845467,6.36
31603,,99.21364301,-41.55715503,6.36
32067,,100.49679354,6.34541897,6.36
32222,,100.90305337,-73.11796953,6.36
33330,,103.97824254,-31.7901956,6.36
33532,,104.53147991,-27.16439185,6.36
34956,,108.4916328,71.81653915,6.36
35735,,110.57161024,59.90195861,6.36
36325,,112.16621622,27.55287954,6.36
38449,,118.15188452,55.20954589,6.36
38667,,118.75182427,-52.58335768,6.36
38959,,119.56888565,43.97736214,6.36
39866,,122.15686745,-37.68124187,6.36
41653,,127.40165094,-55.19090363,6.36
41939,,128.24380764,-34.63404652,6.36
41941,,128.25777973,-45.75292764,6.36
43454,,132.75638589,15.35047458,6.36
43763,,133.72521204,-58.23969727,6.36
45214,,138.21097157,-60.91681495,6.36
47633,,145.67966736,48.43105765,6.36
48219,,147.46400531,-36.26847322,6.36
49445,,151.42068743,15.75752363,6.36
50142,,153.53740135,-23.81397243,6.36
50904,,155.92402043,29.61588746,6.36
52273,,160.2148261,-35.74173139,6.36
53151,,163.1194501,-79.55944198,6.36
53492,,164.14351153,25.50026291,6.36
53589,,164.45080678,-59.73219545,6.36
58452,,179.79460657,-45.83219996,6.36
59941,,184.43433066,15.14479989,6.36
60417,,185.81266771,-67.63217115,6.36
60804,,186.92528655,8.61037129,6.36
64838,,199.37455403,-0.67604128,6.36
66152,,203.39966813,-65.6326223,6.36
68380,,209.95540345,-3.54965113,6.36
68516,,210.40349366,17.66859315,6.36
69564,,213.58953291,-5.94792042,6.36
70528,,216.41583852,-66.17288297,6.36
70626,,216.70787098,-39.87393329,6.36
70873,,217.40284392,41.79644804,6.36
73116,,224.14907283,-39.41597172,6.36
74552,,228.49663305,-61.34292666,6.36
75125,,230.27873641,24.95806599,6.36
76234,,233.58697277,-39.34911922,6.36
79420,,243.13415319,75.21059442,6.36
81337,,249.17895487,15.49752881,6.36
82543,,253.08020506,-41.85451309,6.36
83013,,254.45910609,42.51255034,6.36
84650,,259.58546532,-32.55308889,6.36
84855,,260.13998009,48.18879904,6.36
84947,,260.42326204,-24.90600939,6.36
85622,,262.44736311,-5.91932263,6.36
85934,,263.42819351,14.84177698,6.36
86501,,265.15631676,43.47052764,6.36
86769,,265.95188377,-13.50842917,6.36
87822,,269.10073445,-65.72096439,6.36
88148,,270.06525642,0.62948791,6.36
88213,,270.22024348,6.26831149,6.36
88929,,272.292425,30.46919267,6.36
89246,,273.17759517,41.14694669,6.36
89620,,274.34860342,-28.28860655,6.36
90174,,276.01499107,-3.58304161,6.36
90597,,277.30363419,-43.84599218,6.36
90884,,278.08607249,-14.64421705,6.36
90967,,278.34464313,-5.91164933,6.36
91172,,278.99850622,-29.69907952,6.36
91499,,279.9036492,5.26428186,6.36
94858,,289.54065361,-53.38688837,6.36
96630,,294.70412852,3.38152187,6.36
97151,,296.20455325,40.71686361,6.36
99453,,302.78089426,-57.52415476,6.36
99870,,303.93015311,50.23286626,6.36
101623,,308.94923064,-44.33764333,6.36
101997,,310.04765218,-23.77498736,6.36
103079,,313.28071316,29.64925374,6.36
103752,,315.36679488,-68.20960595,6.36
105017,,319.07131871,44.23819662,6.36
106661,,324.05840594,30.05527642,6.36
108119,,328.57266177,19.71815103,6.36
108766,,330.50570044,10.97380235,6.36
108969,,331.14380705,32.94176333,6.36
109375,,332.37057515,-23.65911659,6.36
109434,,332.56381546,72.11131792,6.36
109445,,332.59177013,14.62991869,6.36
111086,,337.57220833,-14.58565069,6.36
112032,,340.38031252,30.96585875,6.36
112603,,342.08872969,-61.68435601,6.36
113204,,343.87736753,-20.13936653,6.36
114742,,348.65174653,24.10288514,6.36
117472,,357.29952997,58.96322242,6.36
117712,,358.1021708,75.54448646,6.36
6378,,20.49558059,76.23888764,6.37
6971,,22.42829333,-25.61778011,6.37
8514,,27.45359409,-38.40348295,6.37
9022,,29.03914737,-49.8364799,6.37
9207,,29.61116045,-33.06673777,6.37
10562,,33.99039099,47.81205813,6.37
14318,,46.16938282,15.85624608,6.37
14757,,47.64729714,-23.73862338,6.37
15807,,50.91247448,4.88211155,6.37
16319,,52.58078888,71.86389717,6.37
16602,,53.42180546,57.8686358,6.37
18428,,59.11523947,-13.59754104,6.37
19233,,61.83871877,-64.22310952,6.37
20698,,66.50556292,4.37348976,6.37
21152,,68.01975915,5.41001999,6.37
21324,,68.65888456,-24.04054358,6.37
24017,,77.43554096,64.91993345,6.37
24825,,79.82264928,-18.51994134,6.37
28118,,89.14345845,-23.21538334,6.37
29326,,92.75737574,18.13047056,6.37
29568,,93.43885743,-23.86220749,6.37
29746,,93.97490252,1.16900467,6.37
30503,,96.18328956,-28.77981914,6.37
32268,,101.05216634,36.10925853,6.37
32931,,102.91405812,3.04206333,6.37
34168,,106.28745032,47.77504347,6.37
36965,,113.98332747,43.03108733,6.37
37165,,114.55984487,24.36039278,6.37
37773,,116.18282329,-66.07204846,6.37
38372,,117.92035359,-12.81939332,6.37
39038,,119.80652353,-49.97378939,6.37
39876,,122.18159545,-20.36317828,6.37
42854,,130.99911135,4.33457298,6.37
44665,,136.53170821,-64.49992086,6.37
45097,,137.80303189,80.8289461,6.37
47454,,145.08364165,-10.76918307,6.37
51290,,157.15224061,45.21226261,6.37
53141,,163.05704676,1.02498206,6.37
57779,,177.73092864,12.27897116,6.37
59010,,181.49929442,-3.13154264,6.37
60994,,187.52054829,-13.39305238,6.37
64682,,198.85735777,-69.67919729,6.37
65303,,200.76086574,-48.56278579,6.37
66223,,203.59104226,38.7892093,6.37
71658,,219.85267655,-49.05501516,6.37
83984,,257.52616256,-61.67544103,6.37
84934,,260.38013023,28.75809921,6.37
85474,,262.00994813,-8.2080587,6.37
86153,,264.08926229,27.56680721,6.37
86537,,265.27290643,24.51312096,6.37
87434,,268.00368246,46.64385563,6.37
88599,,271.36143072,-81.48644851,6.37
90337,,276.48014319,14.96628017,6.37
92475,,282.68977943,10.9763769,6.37
93234,,284.86158095,-18.56638766,6.37
93543,,285.77912298,-19.10301593,6.37
95319,,290.89148075,33.22157011,6.37
95820,,292.3390041,-7.04406367,6.37
96003,,292.80649013,55.73188011,6.37
96351,,293.85469016,2.91347598,6.37
96428,,294.06532485,14.39117275,6.37
96688,,294.85556676,16.57113626,6.37
96734,,294.96721053,-66.68540741,6.37
97029,,295.79483942,38.67171285,6.37
98954,,301.36052502,15.50036919,6.37
101300,,307.99244679,25.80502621,6.37
103929,,315.85846344,50.35180252,6.37
107893,,327.90522385,65.75276063,6.37
109306,,332.17764444,-33.12575126,6.37
111543,,338.9665794,56.07057602,6.37
112368,,341.39432691,30.44340669,6.37
113080,,343.52332689,-19.17513859,6.37
113802,,345.68811495,44.05876504,6.37
115530,,351.03699006,41.612868,6.37
115839,,352.02140081,-11.44969884,6.37
345,,1.08457463,-29.26883006,6.38
3132,,9.94897859,82.4935747,6.38
3965,,12.73860936,51.50803371,6.38
7651,,24.63265671,45.39970504,6.38
8233,,26.50414338,-27.34872151,6.38
9983,,32.13978347,44.45954374,6.38
10227,,32.87164306,57.64554793,6.38
13363,,42.9840101,-30.81477504,6.38
14232,,45.8754713,28.26995604,6.38
14544,,46.94725062,47.30870585,6.38
16449,,52.9733836,-25.61411273,6.38
20467,,65.78232507,-35.54484031,6.38
20630,,66.32957233,-44.16105659,6.38
20904,,67.21656906,30.36154112,6.38
23908,,77.05524386,-15.09535837,6.38
25810,,82.6877782,39.82600304,6.38
27001,,85.92132767,-45.8331013,6.38
27512,,87.39220514,-44.87540774,6.38
28642,,90.72287474,43.37840424,6.38
31105,,97.90599352,15.90353353,6.38
35253,,109.26401639,26.68980471,6.38
36123,,111.61586607,10.60806626,6.38
36346,,112.21417299,-64.5097841,6.38
36553,,112.78664351,11.20301302,6.38
37128,,114.43762447,-38.01057175,6.38
38037,,116.93838574,-16.01448125,6.38
38306,,117.72258006,0.07954261,6.38
40291,,123.4210439,-33.56955241,6.38
41893,,128.13912451,-15.03019733,6.38
41926,,128.21774079,-31.50270424,6.38
43354,,132.46833118,-39.14170326,6.38
43520,,132.95852355,-44.15094757,6.38
45249,,138.33972458,-29.66442214,6.38
50075,,153.35411361,-33.03187875,6.38
50552,,154.88486981,-5.10597604,6.38
52660,,161.52368605,6.37327206,6.38
53860,,165.27385829,63.42123499,6.38
56410,,173.48489895,36.81573666,6.38
57137,,175.72721843,-79.30636263,6.38
58085,,178.68590817,-66.37603942,6.38
60098,,184.8735876,28.15722194,6.38
61328,,188.49690379,-49.90969306,6.38
62128,,190.99443237,-36.34913468,6.38
69592,,213.67057143,21.87340987,6.38
69735,,214.10158657,39.74469367,6.38
71853,,220.46353219,-30.93311972,6.38
72983,,223.72521374,-69.86092469,6.38
73571,,225.53577825,-7.57529216,6.38
75810,,232.30056522,16.39547022,6.38
78540,,240.51869322,-51.12073342,6.38
82241,,252.0369784,13.59033775,6.38
82989,,254.38370142,13.88394324,6.38
83677,,256.54017278,9.7338552,6.38
83688,,256.55427907,10.45386241,6.38
85313,,261.5035957,26.87868518,6.38
85589,,262.35665611,-38.51694348,6.38
86713,,265.77325256,44.08423552,6.38
88565,,271.25339289,41.94605135,6.38
88972,,272.40688326,38.45891534,6.38
88981,,272.43071298,-13.93442721,6.38
89006,,272.48996303,-59.0401754,6.38
95576,,291.61023591,62.55705286,6.38
97228,,296.4152175,36.09100655,6.38
98346,,299.72052643,-68.76240414,6.38
98910,,301.2725629,-11.59937704,6.38
100434,,305.51272943,41.132146,6.38
100808,,306.597765,56.63867785,6.38
101808,,309.46742044,-25.10918309,6.38
102631,,311.9493986,3.30644316,6.38
103077,,313.27321911,-11.57376168,6.38
104788,,318.42691572,64.40420824,6.38
104872,,318.65428627,0.09228716,6.38
105662,,321.03308102,-22.74707085,6.38
105729,,321.21532853,-3.3982351,6.38
107797,,327.55404075,-16.84489999,6.38
109009,,331.26446576,14.81595456,6.38
109124,,331.5564549,56.34338987,6.38
109977,,334.12356919,27.80404024,6.38
110408,,335.46191327,42.0781687,6.38
111753,,339.57252472,45.18295148,6.38
113433,,344.59838162,-1.41019267,6.38
114152,,346.77079924,35.63646521,6.38
115389,,350.61907358,25.91850998,6.38
116624,,354.51242043,-15.09483723,6.38
1803,,5.71480399,-12.20958506,6.39
2734,,8.73086587,13.37126922,6.39
3641,,11.65929285,69.32537127,6.39
3992,,12.82629635,3.38517465,6.39
4446,,14.22912074,68.77574214,6.39
6093,,19.55788373,57.80316871,6.39
7147,,23.0315984,34.79997529,6.39
7444,,23.9685993,41.07641867,6.39
7505,,24.18134717,7.83150675,6.39
9862,,31.71650468,-19.13878097,6.39
11293,,36.36035123,-66.49402863,6.39
15987,,51.4825644,-35.92087386,6.39
16672,,53.63990978,-31.87479845,6.39
18769,,60.31181383,36.98948395,6.39
20039,,64.46602609,80.53576106,6.39
24955,,80.16954675,66.74681944,6.39
25667,,82.2371307,-3.30741204,6.39
28765,,91.12127446,51.5734987,6.39
29798,,94.09913445,17.18163062,6.39
30602,,96.46804172,11.12590779,6.39
31266,,98.36118059,-20.92389414,6.39
31662,,99.40382259,10.85337292,6.39
33154,,103.53582454,-5.85220154,6.39
33774,,105.20724583,-33.4657203,6.39
36141,,111.67173733,11.00885807,6.39
36977,,114.006746,-55.88773325,6.39
37951,,116.68633286,-12.67531262,6.39
40354,,123.58752479,13.04834017,6.39
41781,,127.79432795,-47.86664025,6.39
42516,,130.02683455,20.00781645,6.39
43593,,133.17011719,-52.12894176,6.39
43853,,133.98305637,-23.8184137,6.39
44331,,135.41996619,39.71370429,6.39
44423,,135.77229936,-53.55039508,6.39
44768,,136.86254944,22.98086458,6.39
47260,,144.48453548,73.08044385,6.39
47627,,145.67236047,-35.50172774,6.39
48706,,149.02229845,-40.82450401,6.39
48730,,149.09125711,-51.33615432,6.39
50893,,155.88609768,-3.64286765,6.39
54289,,166.60133089,-64.83995575,6.39
54749,,168.14496693,-21.74935077,6.39
58809,,180.93554059,5.55795197,6.39
60454,,185.90316593,-39.30237217,6.39
60468,,185.94925486,-30.33538535,6.39
61719,,189.75919869,22.65954468,6.39
61748,,189.82019537,35.95196539,6.39
62046,,190.76746044,61.15537241,6.39
67589,,207.74749152,68.31544168,6.39
68739,,211.06070549,-5.38138548,6.39
68902,,211.60483587,-59.7159025,6.39
69065,,212.05947093,-63.20803604,6.39
70385,,216.00826487,27.41318794,6.39
70966,,217.73594786,-40.84511153,6.39
71168,,218.33444972,36.95920251,6.39
71333,,218.82114888,-60.01557865,6.39
71406,,219.02866131,23.25029315,6.39
72000,,220.86727519,-62.96665949,6.39
73118,,224.15978648,-62.36440739,6.39
75959,,232.70497336,-71.65408347,6.39
76006,,232.84295934,36.61666057,6.39
77729,,238.05370687,-29.88634407,6.39
78870,,241.49930167,-6.13974091,6.39
79385,,243.02727947,39.0555758,6.39
79867,,244.54086863,68.55443584,6.39
87670,,268.6114413,75.17121497,6.39
89010,,272.49984266,-32.71927087,6.39
89943,,275.27977872,49.72540851,6.39
92233,,281.95501862,-77.86861256,6.39
93437,,285.45153751,33.62125983,6.39
94372,,288.1167467,-21.65832764,6.39
96316,,293.75513896,52.5021014,6.39
97142,,296.15904371,34.41415588,6.39
98086,,299.00675249,-81.34983861,6.39
98701,,300.70335846,31.95880063,6.39
99176,,302.02708254,16.66437317,6.39
99457,,302.79198547,-8.84233932,6.39
100866,,306.78238806,34.32907395,6.39
101966,,309.96603077,11.24944743,6.39
105406,,320.25599353,40.3455743,6.39
106021,,322.10347396,8.19571132,6.39
106065,,322.2503191,-53.70585019,6.39
106590,,323.8162797,-23.45427827,6.39
108296,,329.09993076,21.23982286,6.39
